"","Protein1","Protein2","Spectra_Count","Site_Count","Gene1","Gene2","Context","CC","MF","BP"
"2829","P55060","P62826",2,1,"CSE1L","RAN","poor",0.77,0.563,0.372
"2830","P55060","P78527",1,1,"CSE1L","PRKDC","poor",0.654,0.413,0.043
"2831","P55145","Q99729",1,1,"MANF","HNRNPAB","poor",0.631,0.807,0.201
"2832","P55769","Q01813",1,1,"SNU13","PFKP","poor",0.519,0.445,0.137
"2833","P55769","Q14203",1,1,"SNU13","DCTN1","poor",0.411,0.524,0.153
"2834","P55769","Q9Y2X3",2,1,"SNU13","NOP58","poor",0.742,0.894,0.624
"2835","P55809","Q6NVV1",1,1,"OXCT1","RPL13AP3","poor",0.494,0.128,0.197
"2836","P55884","P78347",1,1,"EIF3B","GTF2I","poor",0.561,0.568,0.307
"2837","P55884","Q14152",4,2,"EIF3B","EIF3A","rich",0.768,0.846,0.959
"2838","P55884","Q5T9S5",1,1,"EIF3B","CCDC18","poor",0.592,0,0
"2839","P56199","Q9NXG0",1,1,"ITGA1","CNTLN","poor",0.428,0.459,0.127
"2840","P56211","Q6DD88",1,1,"ARPP19","ATL3","poor",0.511,0.443,0.183
"2841","P57053","P58876",2,1,"H2BC12L","H2BC5","poor",0.919,0.891,0
"2842","P57053","P62805",152,26,"H2BC12L","H4C1","rich",0.764,0.919,0.073
"2843","P57053","P62807",2,1,"H2BC12L","H2BC4","poor",0.963,0.894,0.807
"2844","P57053","P62826",13,2,"H2BC12L","RAN","poor",0.658,0.443,0.109
"2845","P57053","P62979",13,3,"H2BC12L","RPS27A","poor",0.654,0.514,0.028
"2846","P57053","P62987",13,3,"H2BC12L","UBA52","poor",0.675,0.479,0.038
"2847","P57053","P68431",136,26,"H2BC12L","H3C1","rich",0.785,0.881,0.05
"2848","P57053","P84243",130,23,"H2BC12L","H3-3A","rich",0.787,0.765,0.04
"2849","P57053","Q02539",2,2,"H2BC12L","H1-1","poor",0.765,0.734,0.06
"2850","P57053","Q03252",1,1,"H2BC12L","LMNB2","poor",0.536,0.526,0.113
"2851","P57053","Q08752",1,1,"H2BC12L","PPID","poor",0.84,0.38,0.07
"2852","P57053","Q12802",1,1,"H2BC12L","AKAP13","poor",0.679,0.355,0.16
"2853","P57053","Q12904",2,2,"H2BC12L","AIMP1","poor",0.756,0.492,0.261
"2854","P57053","Q13123",5,2,"H2BC12L","IK","poor",0.75,0.471,0.056
"2855","P57053","Q13151",1,1,"H2BC12L","HNRNPA0","poor",0.627,0.459,0.264
"2856","P57053","Q13185",1,1,"H2BC12L","CBX3","poor",0.649,0.435,0.109
"2857","P57053","Q13601",2,2,"H2BC12L","KRR1","rich",0.698,0.585,0.041
"2858","P57053","Q14687",1,1,"H2BC12L","GSE1","poor",0,0.657,0
"2859","P57053","Q14980",1,1,"H2BC12L","NUMA1","poor",0.535,0.435,0.073
"2860","P57053","Q15050",3,2,"H2BC12L","RRS1","poor",0.604,0.573,0.097
"2861","P57053","Q15651",12,4,"H2BC12L","HMGN3","poor",0.872,0.477,0.168
"2862","P57053","Q16695",119,20,"H2BC12L","H3-4","rich",0.804,0.951,0.046
"2863","P57053","Q16777",8,3,"H2BC12L","H2AC20","poor",0.778,0.811,0.167
"2864","P57053","Q16778",2,1,"H2BC12L","H2BC21","poor",0.963,0.951,0.807
"2865","P57053","Q53EL6",1,1,"H2BC12L","PDCD4","poor",0.785,0.585,0.134
"2866","P57053","Q5JVF3",1,1,"H2BC12L","PCID2","poor",0.715,0.654,0.092
"2867","P57053","Q5QNW6",2,1,"H2BC12L","H2BC18","poor",0.919,0.924,0
"2868","P57053","Q5SSJ5",1,1,"H2BC12L","HP1BP3","poor",0.775,0.629,0.081
"2869","P57053","Q5TEC6",39,16,"H2BC12L","H3-7","rich",0.825,1,0
"2870","P57053","Q6FI13",25,11,"H2BC12L","H2AC18","rich",0.778,0.792,0.167
"2871","P57053","Q6IBS0",1,1,"H2BC12L","TWF2","poor",0.468,0.422,0.067
"2872","P57053","Q6NXT2",37,15,"H2BC12L","H3-5","rich",0.808,0.838,0.044
"2873","P57053","Q6P2Q9",1,1,"H2BC12L","PRPF8","poor",0.657,0.529,0.13
"2874","P57053","Q71DI3",136,26,"H2BC12L","H3C15","rich",0.863,0.951,0.046
"2875","P57053","Q7L7L0",38,6,"H2BC12L","H2AW","rich",0,0,0
"2876","P57053","Q7Z4V5",2,2,"H2BC12L","HDGFL2","poor",0.731,0.37,0.143
"2877","P57053","Q86XA9",1,1,"H2BC12L","HEATR5A","poor",0.549,0,0.067
"2878","P57053","Q8IUE6",9,4,"H2BC12L","H2AC21","rich",0.778,0.792,0.167
"2879","P57053","Q8N257",2,1,"H2BC12L","H2BU1","poor",0,0,0
"2880","P57053","Q8N8Z6",1,1,"H2BC12L","DCBLD1","poor",0.469,0.224,0
"2881","P57053","Q92922",2,2,"H2BC12L","SMARCC1","rich",0.683,0.485,0.129
"2882","P57053","Q93077",39,6,"H2BC12L","H2AC6","rich",0.836,0.792,0.051
"2883","P57053","Q93079",2,1,"H2BC12L","H2BC9","poor",0.865,0.781,0.026
"2884","P57053","Q96A08",3,2,"H2BC12L","H2BC1","rich",0.784,0.87,0.165
"2885","P57053","Q96ES7",1,1,"H2BC12L","SGF29","poor",0.539,0.436,0.101
"2886","P57053","Q96KK5",25,11,"H2BC12L","H2AC12","rich",0.778,0.811,0.167
"2887","P57053","Q96QV6",9,4,"H2BC12L","H2AC1","rich",0.75,0.868,0.049
"2888","P57053","Q96T88",1,1,"H2BC12L","UHRF1","poor",0.71,0.42,0.07
"2889","P57053","Q99877",2,1,"H2BC12L","H2BC15","poor",0.919,1,0.026
"2890","P57053","Q99878",17,7,"H2BC12L","H2AC14","rich",0,0,0
"2891","P57053","Q99879",2,1,"H2BC12L","H2BC14","poor",0.919,1,0.026
"2892","P57053","Q99880",2,1,"H2BC12L","H2BC13","poor",0.919,0.951,0.026
"2893","P57053","Q9BRT6",1,1,"H2BC12L","LLPH","poor",0.58,0.552,0.114
"2894","P57053","Q9BTE3",1,1,"H2BC12L","MCMBP","poor",0.749,0.444,0.08
"2895","P57053","Q9BTM1",8,3,"H2BC12L","H2AJ","poor",0.778,0.811,0.167
"2896","P57053","Q9BUQ8",1,1,"H2BC12L","DDX23","poor",0.734,0.444,0.031
"2897","P57053","Q9H9A5",1,1,"H2BC12L","CNOT10","poor",0.682,0.657,0.04
"2898","P57053","Q9UIG0",1,1,"H2BC12L","BAZ1B","poor",0.67,0.298,0.082
"2899","P57053","Q9UNH7",1,1,"H2BC12L","SNX6","poor",0.597,0.413,0.059
"2900","P57053","Q9Y4D8",1,1,"H2BC12L","HECTD4","poor",0.469,0.4,0.041
"2901","P57053","Q9Y520",1,1,"H2BC12L","PRRC2C","poor",0.552,0.585,0.135
"2902","P57053","Q9Y6F1",3,2,"H2BC12L","PARP3","rich",0.705,0.232,0.058
"2903","P57740","Q12874",4,1,"NUP107","SF3A3","poor",0.577,0.566,0.171
"2904","P58876","P60709",3,1,"H2BC5","ACTB","poor",0.554,0.608,0
"2905","P58876","P61204",4,1,"H2BC5","ARF3","poor",0.629,0.518,0
"2906","P58876","P62805",162,25,"H2BC5","H4C1","rich",0.78,0.916,0
"2907","P58876","P62826",13,2,"H2BC5","RAN","poor",0.688,0.581,0
"2908","P58876","P62979",13,3,"H2BC5","RPS27A","poor",0.656,0.666,0
"2909","P58876","P62987",13,3,"H2BC5","UBA52","poor",0.679,0.656,0
"2910","P58876","P63261",3,1,"H2BC5","ACTG1","poor",0.557,0.595,0
"2911","P58876","P63267",3,1,"H2BC5","ACTG2","poor",0.589,0.291,0
"2912","P58876","P68032",3,1,"H2BC5","ACTC1","poor",0.538,0.403,0
"2913","P58876","P68133",3,1,"H2BC5","ACTA1","poor",0.533,0.561,0
"2914","P58876","P68431",184,37,"H2BC5","H3C1","rich",0.803,0.912,0
"2915","P58876","P84243",178,34,"H2BC5","H3-3A","rich",0.809,0.79,0
"2916","P58876","Q02539",2,2,"H2BC5","H1-1","rich",0.782,0.777,0
"2917","P58876","Q08752",1,1,"H2BC5","PPID","poor",0.829,0.582,0
"2918","P58876","Q12802",1,1,"H2BC5","AKAP13","poor",0.66,0.574,0
"2919","P58876","Q13123",5,2,"H2BC5","IK","poor",0.741,0.637,0
"2920","P58876","Q13151",1,1,"H2BC5","HNRNPA0","poor",0.615,0.481,0
"2921","P58876","Q13185",1,1,"H2BC5","CBX3","poor",0.648,0.648,0
"2922","P58876","Q13191",1,1,"H2BC5","CBLB","poor",0.652,0.518,0
"2923","P58876","Q13601",1,1,"H2BC5","KRR1","poor",0.65,0.676,0
"2924","P58876","Q14185",1,1,"H2BC5","DOCK1","poor",0.681,0.545,0
"2925","P58876","Q14315",1,1,"H2BC5","FLNC","poor",0.514,0.629,0
"2926","P58876","Q14687",1,1,"H2BC5","GSE1","poor",0,1,0
"2927","P58876","Q14764",1,1,"H2BC5","MVP","poor",0.693,0.623,0
"2928","P58876","Q15003",1,1,"H2BC5","NCAPH","poor",0.746,0.602,0
"2929","P58876","Q15050",3,2,"H2BC5","RRS1","poor",0.607,0.656,0
"2930","P58876","Q15651",14,3,"H2BC5","HMGN3","poor",0.863,0.614,0
"2931","P58876","Q16695",152,30,"H2BC5","H3-4","rich",0.885,0.941,0
"2932","P58876","Q16777",73,12,"H2BC5","H2AC20","rich",0.88,0.874,0
"2933","P58876","Q53EL6",2,2,"H2BC5","PDCD4","poor",0.771,0.676,0
"2934","P58876","Q5SSJ5",1,1,"H2BC5","HP1BP3","poor",0.78,0.715,0
"2935","P58876","Q5TEC6",91,29,"H2BC5","H3-7","rich",0.83,0.891,0
"2936","P58876","Q641Q2",1,1,"H2BC5","WASHC2A","poor",0.642,0.552,0
"2937","P58876","Q6FI13",96,22,"H2BC5","H2AC18","rich",0.88,0.921,0
"2938","P58876","Q6NXT2",91,29,"H2BC5","H3-5","rich",0.81,0.853,0
"2939","P58876","Q6P2Q9",1,1,"H2BC5","PRPF8","poor",0.643,0.606,0
"2940","P58876","Q71DI3",184,37,"H2BC5","H3C15","rich",0.889,0.941,0
"2941","P58876","Q71UI9",11,5,"H2BC5","H2AZ2","rich",0.88,0.85,0
"2942","P58876","Q7L7L0",56,12,"H2BC5","H2AW","rich",0,0,0
"2943","P58876","Q7Z4V5",2,2,"H2BC5","HDGFL2","poor",0.715,0.566,0
"2944","P58876","Q86U86",1,1,"H2BC5","PBRM1","poor",0.712,0.736,0
"2945","P58876","Q86XA9",1,1,"H2BC5","HEATR5A","poor",0.544,0,0
"2946","P58876","Q8IUE6",39,10,"H2BC5","H2AC21","rich",0.88,0.921,0
"2947","P58876","Q8N8Z6",1,1,"H2BC5","DCBLD1","poor",0.427,0.467,0
"2948","P58876","Q8TDN6",1,1,"H2BC5","BRIX1","poor",0.576,0.665,0
"2949","P58876","Q8WZ42",2,1,"H2BC5","TTN","poor",0.669,0.569,0
"2950","P58876","Q92922",1,1,"H2BC5","SMARCC1","poor",0.677,0.631,0
"2951","P58876","Q93077",74,15,"H2BC5","H2AC6","rich",0.927,0.921,0
"2952","P58876","Q96A08",1,1,"H2BC5","H2BC1","poor",0.765,0.958,0
"2953","P58876","Q96BJ3",1,1,"H2BC5","AIDA","poor",0.476,0.602,0
"2954","P58876","Q96KK5",96,22,"H2BC5","H2AC12","rich",0.88,0.874,0
"2955","P58876","Q96QV6",39,10,"H2BC5","H2AC1","rich",0.832,0.792,0
"2956","P58876","Q96T88",1,1,"H2BC5","UHRF1","poor",0.709,0.546,0
"2957","P58876","Q99878",93,21,"H2BC5","H2AC14","rich",0,0,0
"2958","P58876","Q9BTM1",72,11,"H2BC5","H2AJ","rich",0.88,0.874,0
"2959","P58876","Q9BUQ8",1,1,"H2BC5","DDX23","poor",0.797,0.552,0
"2960","P58876","Q9Y314",1,1,"H2BC5","NOSIP","poor",0.792,0.649,0
"2961","P58876","Q9Y4D8",2,2,"H2BC5","HECTD4","poor",0.427,0.566,0
"2962","P58876","Q9Y6F1",3,2,"H2BC5","PARP3","rich",0.664,0.41,0
"2963","P60174","Q96T88",1,1,"TPI1","UHRF1","poor",0.534,0.413,0.151
"2964","P60228","Q99613",2,2,"EIF3E","EIF3C","rich",0.703,0.867,0.88
"2965","P60228","Q9Y262",1,1,"EIF3E","EIF3L","poor",0.846,0.951,0.624
"2966","P60709","P60981",6,1,"ACTB","DSTN","poor",0.512,0.531,0.219
"2967","P60709","P61160",1,1,"ACTB","ACTR2","poor",0.681,0.72,0.36
"2968","P60709","P62328",34,4,"ACTB","TMSB4X","rich",0.588,0.555,0.253
"2969","P60709","P62805",1,1,"ACTB","H4C1","poor",0.625,0.591,0.237
"2970","P60709","P62807",3,1,"ACTB","H2BC4","poor",0.585,0.637,0.083
"2971","P60709","P63313",25,4,"ACTB","TMSB10","rich",0.479,0.53,0.206
"2972","P60709","P67936",30,10,"ACTB","TPM4","rich",0.626,0.599,0.174
"2973","P60709","P68431",1,1,"ACTB","H3C1","poor",0.607,0.605,0.21
"2974","P60709","P84243",1,1,"ACTB","H3-3A","poor",0.599,0.605,0.212
"2975","P60709","Q01484",3,2,"ACTB","ANK2","poor",0.598,0.666,0.342
"2976","P60709","Q01518",16,4,"ACTB","CAP1","rich",0.552,0.544,0.342
"2977","P60709","Q05682",18,7,"ACTB","CALD1","rich",0.526,0.57,0.133
"2978","P60709","Q0ZGT2",3,2,"ACTB","NEXN","poor",0.558,0.4,0.256
"2979","P60709","Q12830",3,2,"ACTB","BPTF","poor",0.65,0.526,0.355
"2980","P60709","Q13045",1,1,"ACTB","FLII","poor",0.629,0.527,0.172
"2981","P60709","Q13813",1,1,"ACTB","SPTAN1","poor",0.677,0.637,0.149
"2982","P60709","Q14571",1,1,"ACTB","ITPR2","poor",0.513,0.388,0.256
"2983","P60709","Q14643",1,1,"ACTB","ITPR1","poor",0.551,0.418,0.286
"2984","P60709","Q15149",6,1,"ACTB","PLEC","poor",0.63,0.657,0.344
"2985","P60709","Q15397",1,1,"ACTB","PUM3","poor",0.463,0.543,0.17
"2986","P60709","Q16643",3,1,"ACTB","DBN1","poor",0.622,0.559,0.285
"2987","P60709","Q16695",1,1,"ACTB","H3-4","poor",0.505,0.602,0.151
"2988","P60709","Q16777",1,1,"ACTB","H2AC20","poor",0.453,0.506,0.209
"2989","P60709","Q16778",3,1,"ACTB","H2BC21","poor",0.585,0.602,0.083
"2990","P60709","Q562R1",3,3,"ACTB","ACTBL2","rich",0.655,0.769,0.302
"2991","P60709","Q5QNW6",3,1,"ACTB","H2BC18","poor",0.554,0.462,0
"2992","P60709","Q5TEC6",1,1,"ACTB","H3-7","poor",0.442,0.445,0
"2993","P60709","Q6FI13",1,1,"ACTB","H2AC18","poor",0.453,0.65,0.209
"2994","P60709","Q6NXT2",1,1,"ACTB","H3-5","poor",0.471,0.646,0.45
"2995","P60709","Q71DI3",1,1,"ACTB","H3C15","poor",0.551,0.602,0.151
"2996","P60709","Q76FK4",2,1,"ACTB","NOL8","poor",0.415,0.54,0.129
"2997","P60709","Q7L7L0",1,1,"ACTB","H2AW","poor",0,0,0
"2998","P60709","Q8IUE6",1,1,"ACTB","H2AC21","poor",0.453,0.65,0.209
"2999","P60709","Q8N257",3,1,"ACTB","H2BU1","poor",0,0,0
"3000","P60709","Q93077",1,1,"ACTB","H2AC6","poor",0.483,0.65,0.23
"3001","P60709","Q93079",3,1,"ACTB","H2BC9","poor",0.586,0.642,0.373
"3002","P60709","Q96A08",3,1,"ACTB","H2BC1","poor",0.53,0.525,0.208
"3003","P60709","Q96KK5",1,1,"ACTB","H2AC12","poor",0.453,0.506,0.209
"3004","P60709","Q96QV6",1,1,"ACTB","H2AC1","poor",0.488,0.492,0.161
"3005","P60709","Q99439",3,2,"ACTB","CNN2","rich",0.603,0.466,0.362
"3006","P60709","Q99877",3,1,"ACTB","H2BC15","poor",0.554,0.445,0.373
"3007","P60709","Q99878",1,1,"ACTB","H2AC14","poor",0,0,0
"3008","P60709","Q99879",3,1,"ACTB","H2BC14","poor",0.554,0.445,0.373
"3009","P60709","Q99880",3,1,"ACTB","H2BC13","poor",0.554,0.602,0.373
"3010","P60709","Q9BTM1",1,1,"ACTB","H2AJ","poor",0.453,0.506,0.209
"3011","P60709","Q9NW13",1,1,"ACTB","RBM28","poor",0.361,0.43,0.106
"3012","P60709","Q9UHB6",15,4,"ACTB","LIMA1","rich",0.549,0.531,0.203
"3013","P60709","Q9Y3B8",1,1,"ACTB","REXO2","poor",0.54,0.32,0.166
"3014","P60709","Q9Y4D8",6,1,"ACTB","HECTD4","poor",1,0.52,0.101
"3015","P60709","Q9Y4F1",1,1,"ACTB","FARP1","poor",0.547,0.542,0.283
"3016","P60842","Q02880",1,1,"EIF4A1","TOP2B","poor",0.551,0.643,0.142
"3017","P60842","Q04637",1,1,"EIF4A1","EIF4G1","poor",0.777,0.796,0.329
"3018","P60866","Q13185",1,1,"RPS20","CBX3","poor",0.506,0.631,0.223
"3019","P60866","Q5JSZ5",1,1,"RPS20","PRRC2B","poor",0,0.733,0.1
"3020","P60866","Q8IWJ2",2,1,"RPS20","GCC2","poor",0.751,0.602,0.069
"3021","P60891","Q14558",1,1,"PRPS1","PRPSAP1","poor",0.968,0.879,0.689
"3022","P60891","Q15054",1,1,"PRPS1","POLD3","poor",0.65,0.531,0.407
"3023","P60903","Q9BVC5",1,1,"S100A10","C2orf49","poor",0.537,0.704,0.18
"3024","P60953","Q86VI3",3,1,"CDC42","IQGAP3","poor",0.525,0.521,0.315
"3025","P60981","P62736",6,1,"DSTN","ACTA2","poor",0.603,0.363,0.151
"3026","P60981","P63261",6,1,"DSTN","ACTG1","poor",0.573,0.547,0.308
"3027","P60981","P63267",6,1,"DSTN","ACTG2","poor",0.674,0.188,0.061
"3028","P60981","P68032",6,1,"DSTN","ACTC1","poor",0.613,0.386,0.424
"3029","P60981","P68133",6,1,"DSTN","ACTA1","poor",0.694,0.503,0.215
"3030","P61006","Q9Y266",2,1,"RAB8A","NUDC","poor",0.531,0.552,0.304
"3031","P61158","P62888",1,1,"ACTR3","RPL30","poor",0.768,0.601,0.265
"3032","P61160","P62736",1,1,"ACTR2","ACTA2","poor",0.636,0.553,0.185
"3033","P61160","P63261",1,1,"ACTR2","ACTG1","poor",0.729,0.778,0.306
"3034","P61160","P63267",1,1,"ACTR2","ACTG2","poor",0.688,0.467,0.122
"3035","P61160","P68032",1,1,"ACTR2","ACTC1","poor",0.717,0.546,0.254
"3036","P61160","P68133",1,1,"ACTR2","ACTA1","poor",0.687,0.822,0.231
"3037","P61204","P62807",4,1,"ARF3","H2BC4","poor",0.628,0.539,0.082
"3038","P61204","P68431",2,1,"ARF3","H3C1","poor",0.549,0.523,0.154
"3039","P61204","P84243",2,1,"ARF3","H3-3A","poor",0.501,0.418,0.156
"3040","P61204","Q16695",2,1,"ARF3","H3-4","poor",0.501,0.504,0.164
"3041","P61204","Q16778",4,1,"ARF3","H2BC21","poor",0.628,0.504,0.082
"3042","P61204","Q5QNW6",4,1,"ARF3","H2BC18","poor",0.629,0.401,0
"3043","P61204","Q6NXT2",2,1,"ARF3","H3-5","poor",0.368,0.482,0.169
"3044","P61204","Q71DI3",2,1,"ARF3","H3C15","poor",0.533,0.504,0.164
"3045","P61204","Q93079",4,1,"ARF3","H2BC9","poor",0.595,0.549,0.117
"3046","P61204","Q99877",4,1,"ARF3","H2BC15","poor",0.629,0.364,0.117
"3047","P61204","Q99879",4,1,"ARF3","H2BC14","poor",0.629,0.364,0.117
"3048","P61204","Q99880",4,1,"ARF3","H2BC13","poor",0.629,0.504,0.117
"3049","P61221","Q9Y6E2",1,1,"ABCE1","BZW2","poor",0.806,0.366,0.948
"3050","P61247","P62263",4,1,"RPS3A","RPS14","poor",0.89,0.923,0.718
"3051","P61247","P62854",2,1,"RPS3A","RPS26","poor",0.807,0.928,0.61
"3052","P61247","P68104",1,1,"RPS3A","EEF1A1","poor",0.698,0.647,0.483
"3053","P61247","P68431",1,1,"RPS3A","H3C1","poor",0.657,0.7,0.25
"3054","P61247","P84243",1,1,"RPS3A","H3-3A","poor",0.661,0.563,0.148
"3055","P61247","Q05639",1,1,"RPS3A","EEF1A2","poor",0.584,0.574,0.607
"3056","P61247","Q5TEC6",1,1,"RPS3A","H3-7","poor",0.526,0.615,0
"3057","P61247","Q5VTE0",1,1,"RPS3A","EEF1A1P5","poor",0.666,0.436,0.659
"3058","P61247","Q6NXT2",1,1,"RPS3A","H3-5","poor",0.531,0.612,0.189
"3059","P61247","Q71DI3",1,1,"RPS3A","H3C15","poor",0.615,0.706,0.147
"3060","P61254","Q08945",1,1,"RPL26","SSRP1","poor",0.567,0.758,0.269
"3061","P61353","P62888",11,2,"RPL27","RPL30","poor",0.859,1,0.51
"3062","P61513","P62917",17,4,"RPL37A","RPL8","rich",0.841,0.901,1
"3063","P61513","Q9NTJ3",1,1,"RPL37A","SMC4","poor",0.646,0.518,0.072
"3064","P61764","Q14247",1,1,"STXBP1","CTTN","poor",0.636,0.716,0.37
"3065","P61978","Q6KB66",1,1,"HNRNPK","KRT80","poor",0.476,0.6,0.09
"3066","P61978","Q86VI3",2,2,"HNRNPK","IQGAP3","poor",0.48,0.589,0.365
"3067","P61978","Q9BSJ8",1,1,"HNRNPK","ESYT1","poor",0.52,0.546,0.088
"3068","P61981","P62258",2,1,"YWHAG","YWHAE","poor",0.832,0.725,0.486
"3069","P61981","P63104",7,2,"YWHAG","YWHAZ","rich",0.754,0.828,0.558
"3070","P61981","Q13576",1,1,"YWHAG","IQGAP2","poor",0.654,0.451,0.453
"3071","P61981","Q15075",1,1,"YWHAG","EEA1","poor",0.674,0.584,0.299
"3072","P61981","Q16851",1,1,"YWHAG","UGP2","poor",0.752,0.548,0.139
"3073","P61981","Q5T655",1,1,"YWHAG","CFAP58","poor",0.55,1,0.3
"3074","P62081","P62277",5,2,"RPS7","RPS13","poor",0.885,0.856,0.528
"3075","P62081","P63220",2,1,"RPS7","RPS21","poor",0.803,0.817,0.476
"3076","P62081","P84098",1,1,"RPS7","RPL19","poor",0.815,0.817,0.395
"3077","P62081","Q14571",1,1,"RPS7","ITPR2","poor",0.668,0.343,0.156
"3078","P62081","Q14573",1,1,"RPS7","ITPR3","poor",0.69,0.362,0.136
"3079","P62081","Q14643",1,1,"RPS7","ITPR1","poor",0.649,0.349,0.216
"3080","P62081","Q32P51",1,1,"RPS7","HNRNPA1L2","poor",0.52,1,0.153
"3081","P62081","Q5T655",1,1,"RPS7","CFAP58","poor",0.552,1,0.121
"3082","P62081","Q71UM5",4,1,"RPS7","RPS27L","poor",0.556,0.725,0.411
"3083","P62081","Q96BJ3",1,1,"RPS7","AIDA","poor",0.582,0.492,0.197
"3084","P62081","Q96GQ7",1,1,"RPS7","DDX27","poor",0.486,0.573,1
"3085","P62081","Q9P225",1,1,"RPS7","DNAH2","poor",0.375,0.326,0.081
"3086","P62081","Q9P2E9",1,1,"RPS7","RRBP1","poor",0.64,0.503,0.371
"3087","P62136","Q6NXS1",2,1,"PPP1CA","PPP1R2B","poor",0,0.396,0.413
"3088","P62140","Q6NXS1",2,1,"PPP1CB","PPP1R2B","poor",0,0.39,0.489
"3089","P62191","P62195",1,1,"PSMC1","PSMC5","poor",0.895,0.838,0.587
"3090","P62191","Q99460",1,1,"PSMC1","PSMD1","poor",0.911,0.438,0.788
"3091","P62195","P62424",1,1,"PSMC5","RPL7A","poor",0.674,0.52,0.304
"3092","P62241","P62280",6,1,"RPS8","RPS11","poor",0.925,0.978,0.935
"3093","P62241","Q02543",1,1,"RPS8","RPL18A","poor",0.691,1,0.715
"3094","P62258","P63104",43,6,"YWHAE","YWHAZ","rich",0.801,0.801,0.402
"3095","P62258","Q5T655",1,1,"YWHAE","CFAP58","poor",0.533,1,0.293
"3096","P62258","Q96GQ7",1,1,"YWHAE","DDX27","poor",0.356,0.582,0.104
"3097","P62258","Q9P2E9",1,1,"YWHAE","RRBP1","poor",0.581,0.284,0.232
"3098","P62269","P62841",3,1,"RPS18","RPS15","poor",0.896,0.845,0.41
"3099","P62269","P62851",2,2,"RPS18","RPS25","rich",0.935,0.978,0.718
"3100","P62269","Q13442",3,2,"RPS18","PDAP1","poor",0.55,0.845,0.096
"3101","P62277","P62280",1,1,"RPS13","RPS11","poor",0.947,0.928,0.89
"3102","P62277","Q14789",1,1,"RPS13","GOLGB1","poor",0.604,0.793,0.316
"3103","P62277","Q99613",7,2,"RPS13","EIF3C","rich",0.514,0.76,0.58
"3104","P62314","P62316",22,2,"SNRPD1","SNRPD2","poor",0.977,1,1
"3105","P62314","P63162",3,2,"SNRPD1","SNRPN","rich",0.913,1,0.749
"3106","P62314","Q6UX04",2,1,"SNRPD1","CWC27","poor",0.68,0,0.681
"3107","P62316","P68431",1,1,"SNRPD2","H3C1","poor",0.631,0.704,0.325
"3108","P62316","P84243",1,1,"SNRPD2","H3-3A","poor",0.629,0.56,0.179
"3109","P62316","Q5TEC6",1,1,"SNRPD2","H3-7","poor",0.594,0.585,0
"3110","P62316","Q6NXT2",1,1,"SNRPD2","H3-5","poor",0.586,0.623,0.121
"3111","P62316","Q71DI3",1,1,"SNRPD2","H3C15","poor",0.636,0.711,0.196
"3112","P62316","Q9Y281",1,1,"SNRPD2","CFL2","poor",0.543,0.716,0.116
"3113","P62318","P63162",4,2,"SNRPD3","SNRPN","poor",0.909,0.903,0.701
"3114","P62318","Q9UIG0",1,1,"SNRPD3","BAZ1B","poor",0.609,0.424,0.291
"3115","P62328","P62736",21,4,"TMSB4X","ACTA2","rich",0.6,0.396,0.247
"3116","P62328","P63261",34,4,"TMSB4X","ACTG1","rich",0.64,0.551,0.33
"3117","P62328","P63267",21,4,"TMSB4X","ACTG2","rich",0.685,0.212,0.097
"3118","P62328","P68032",21,4,"TMSB4X","ACTC1","rich",0.617,0.377,0.294
"3119","P62328","P68133",21,4,"TMSB4X","ACTA1","rich",0.649,0.502,0.221
"3120","P62328","Q562R1",8,1,"TMSB4X","ACTBL2","poor",0.629,0.571,0.294
"3121","P62333","Q7Z460",1,1,"PSMC6","CLASP1","poor",0.501,0.529,0.217
"3122","P62333","Q9UHD2",1,1,"PSMC6","TBK1","poor",0.661,0.571,0.222
"3123","P62424","Q6NVV1",1,1,"RPL7A","RPL13AP3","poor",0.597,1,1
"3124","P62424","Q96KB5",1,1,"RPL7A","PBK","poor",1,0.39,0.18
"3125","P62424","Q9UIF9",1,1,"RPL7A","BAZ2A","poor",0.709,0.669,0.37
"3126","P62424","Q9Y3U8",38,8,"RPL7A","RPL36","rich",0.93,0.753,0.847
"3127","P62701","P62847",5,1,"RPS4X","RPS24","poor",0.844,0.918,0.725
"3128","P62701","Q5QNW6",1,1,"RPS4X","H2BC18","poor",0.629,0.605,0
"3129","P62701","Q8WYA0",1,1,"RPS4X","IFT81","poor",0.472,0.583,0.121
"3130","P62701","Q93079",1,1,"RPS4X","H2BC9","poor",0.677,0.698,0.169
"3131","P62736","P63313",15,3,"ACTA2","TMSB10","rich",0.514,0.359,0.182
"3132","P62736","P67936",30,10,"ACTA2","TPM4","rich",0.63,0.321,0.195
"3133","P62736","P68431",1,1,"ACTA2","H3C1","poor",0.562,0.343,0.178
"3134","P62736","P84243",1,1,"ACTA2","H3-3A","poor",0.564,0.281,0.149
"3135","P62736","Q01484",3,2,"ACTA2","ANK2","poor",0.533,0.451,0.273
"3136","P62736","Q01518",16,4,"ACTA2","CAP1","rich",0.58,0.398,0.272
"3137","P62736","Q05682",18,7,"ACTA2","CALD1","rich",0.585,0.36,0.203
"3138","P62736","Q0ZGT2",3,2,"ACTA2","NEXN","poor",0.445,0.227,0.231
"3139","P62736","Q12830",3,2,"ACTA2","BPTF","poor",0.632,0.34,0.305
